Date,Open,High,Low,Close,Volume,Daily_Return,Price_Range,MA_7,MA_21,Volatility
2015-02-03,18.01449966430664,18.391000747680664,18.010499954223633,18.177499771118164,124252000,-0.0025241873816378435,0.38050079345703125,16.533214024135045,15.415357044764928,0.03474357224779665
2015-02-04,17.91900062561035,18.375,17.911500930786133,18.237499237060547,83398000,0.0033007545975995978,0.4634990692138672,16.926713943481445,15.564309392656599,0.03413628350615138
2015-02-05,18.299999237060547,18.940000534057617,18.295000076293945,18.694499969482422,144952000,0.02505830029005307,0.6450004577636719,17.406285422188894,15.751452264331636,0.033459744578429804
2015-02-06,18.743499755859375,18.79949951171875,18.550500869750977,18.714000701904297,77848000,0.0010431267192869687,0.24899864196777344,17.908928326198033,15.932071367899576,0.03354179704525417
2015-02-09,18.549999237060547,18.720500946044922,18.360000610351562,18.527999877929688,54492000,-0.009939126696499656,0.3605003356933594,18.328785487583705,16.098976135253906,0.033852902148770556
2015-02-10,18.559499740600586,18.71500015258789,18.425500869750977,18.649999618530273,45744000,0.00658461471310301,0.28949928283691406,18.460714067731583,16.280095145815896,0.03348354219724912
2015-02-11,18.561500549316406,18.854999542236328,18.55500030517578,18.756999969482422,55730000,0.005737284350710414,0.2999992370605469,18.53692844935826,16.479452269417898,0.032807323487003
2015-02-12,18.7549991607666,18.925500869750977,18.657499313354492,18.85849952697754,55822000,0.005411289527123664,0.2680015563964844,18.63421412876674,16.67571412949335,0.03284413080649613
2015-02-13,18.920499801635742,19.149999618530273,18.850500106811523,19.09149932861328,69502000,0.012355161199459674,0.29949951171875,18.756214141845703,16.886571248372395,0.03260507053539779
2015-02-17,18.88599967956543,18.999500274658203,18.633499145507812,18.771499633789062,73464000,-0.01676137056164162,0.3660011291503906,18.76721409388951,17.097237904866535,0.03236635113828255
2015-02-18,18.68899917602539,18.836999893188477,18.642499923706055,18.668500900268555,53012000,-0.005486974164552572,0.19449996948242188,18.76071412222726,17.29397605714344,0.03262641364275336
2015-02-19,18.67449951171875,19.0939998626709,18.671499252319336,18.950000762939453,59076000,0.015078868098447495,0.4225006103515625,18.820999962942942,17.507214182899112,0.032397365269076626
2015-02-20,18.930999755859375,19.184999465942383,18.79199981689453,19.183000564575195,65160000,0.012295503549077491,0.39299964904785156,18.897142955235072,17.71295229593913,0.03224737229026715
2015-02-23,19.172000885009766,19.226999282836914,18.899999618530273,19.006999969482422,43540000,-0.009174820930662464,0.3269996643066406,18.932857240949357,17.879190399533226,0.031751223470115345
2015-02-24,18.9325008392334,19.02400016784668,18.808000564575195,18.929500579833984,38416000,-0.004077413046397083,0.21599960327148438,18.94300024850028,18.03680946713402,0.031896529800394514
2015-02-25,18.863500595092773,19.392499923706055,18.82699966430664,19.26849937438965,63490000,0.01790849120006932,0.5655002593994141,18.968285969325475,18.217071351550874,0.03165773453219732
2015-02-26,19.203500747680664,19.4685001373291,19.163999557495117,19.239999771118164,53742000,-0.0014790774682414964,0.3045005798339844,19.035214560372488,18.402904692150297,0.03145018735827402
2015-02-27,19.200000762939453,19.29949951171875,18.989500045776367,19.007999420166016,50646000,-0.012058230442414719,0.3099994659423828,19.08371434892927,18.584452265784854,0.03154744654173528
2015-03-02,19.042499542236328,19.295000076293945,18.974000930786133,19.283000946044922,42784000,0.014467673309541018,0.3209991455078125,19.13128580365862,18.760357084728422,0.031378626077512975
2015-03-03,19.197500228881836,19.30500030517578,19.079999923706055,19.230499267578125,38930000,-0.0027226923140075687,0.22500038146972656,19.13807133265904,18.8319761185419,0.012116726835148178
2015-03-04,19.285499572753906,19.395000457763672,19.109500885009766,19.13599967956543,45182000,-0.004914047560482082,0.28549957275390625,19.1564998626709,18.875428517659504,0.010916289616835573
2015-03-05,19.280500411987305,19.42099952697754,19.194499969482422,19.39150047302246,53870000,0.013351839346541716,0.2264995574951172,19.22249984741211,18.933238074893044,0.01110731587741279
2015-03-06,19.275999069213867,19.350000381469727,18.944000244140625,19.004499435424805,52540000,-0.019957250762314804,0.40600013732910156,19.18478557041713,18.96976189386277,0.012196791376178405
2015-03-09,18.920000076293945,18.96649932861328,18.763999938964844,18.92799949645996,46228000,-0.004025359322132216,0.2024993896484375,19.140214102608816,18.980880918956938,0.011048919894839056
2015-03-10,18.872499465942383,18.888500213623047,18.458999633789062,18.475500106811523,62420000,-0.02390635046947598,0.4295005798339844,19.064142772129603,18.969523747762043,0.012277542413294587
2015-03-11,18.530500411987305,18.667499542236328,18.312999725341797,18.318500518798828,49902000,-0.008497717902359425,0.35449981689453125,18.92635699680873,18.95954758780343,0.012226282886185947
2015-03-12,18.44099998474121,18.774999618530273,18.375999450683594,18.711999893188477,56200000,0.021480981698574597,0.3990001678466797,18.852285657610214,18.962499981834775,0.013059770184469457
2015-03-13,18.576000213623047,18.699499130249023,18.333999633789062,18.52899932861328,52234000,-0.009779850663734324,0.36549949645996094,18.765571321759904,18.951642808460054,0.01317164080326079
2015-03-16,18.518999099731445,18.69700050354004,18.336000442504883,18.667499542236328,47082000,0.007474781080550219,0.36100006103515625,18.662142617361887,18.942547571091424,0.013225527884079286
2015-03-17,18.555500030517578,18.725000381469727,18.48200035095215,18.59600067138672,40740000,-0.0038301257588269078,0.24300003051757812,18.60378565107073,18.91895239693778,0.012912873401598883
2015-03-18,18.49850082397461,18.79949951171875,18.334999084472656,18.756999969482422,53082000,0.00865773780829282,0.46450042724609375,18.579357147216797,18.9182619367327,0.012565181816504092
2015-03-19,18.693500518798828,18.855499267578125,18.609500885009766,18.66200065612793,38314000,-0.005064739217841674,0.24599838256835938,18.606000082833425,18.917952401297434,0.012556232873955181
2015-03-20,18.81450080871582,18.9685001373291,18.79599952697754,18.92449951171875,75272000,0.014065954686622861,0.1725006103515625,18.69257136753627,18.916738056001208,0.01249745598697925
2015-03-23,18.903499603271484,19.088499069213867,18.746999740600586,18.75550079345703,44786000,-0.00893015522852103,0.34149932861328125,18.69878578186035,18.8963809240432,0.012311128798448947
2015-03-24,18.699499130249023,18.761999130249023,18.613500595092773,18.704500198364258,44564000,-0.002719233981241631,0.14849853515625,18.72385733468192,18.881976173037575,0.012176673983563079
2015-03-25,18.758499145507812,19.024999618530273,18.51449966430664,18.54800033569336,68590000,-0.008366963084348256,0.5104999542236328,18.706786019461497,18.863809494745162,0.012271891281872517
2015-03-26,18.47949981689453,18.56999969482422,18.282499313354492,18.36750030517578,58600000,-0.009731508909358144,0.28750038146972656,18.67414311000279,18.820904777163552,0.011618927548166538
2015-03-27,18.355499267578125,18.65850067138672,18.328500747680664,18.527999877929688,52196000,0.008738237108327551,0.3299999237060547,18.641428811209543,18.78700002034505,0.011862589113325573
2015-03-30,18.5935001373291,18.805999755859375,18.577499389648438,18.72949981689453,36418000,0.010875428556369249,0.2285003662109375,18.651071548461914,18.773738134474982,0.011919442038238302
2015-03-31,18.66200065612793,18.885000228881836,18.57550048828125,18.604999542236328,50122000,-0.006647282408785982,0.30949974060058594,18.60542869567871,18.741452353341238,0.01146361967877316
2015-04-01,18.604999542236328,18.658000946044922,18.41699981689453,18.51300048828125,49162000,-0.004944856555692212,0.24100112915039062,18.570785794939315,18.707285744803293,0.011484346897515166
2015-04-02,18.524999618530273,18.663999557495117,18.450000762939453,18.612499237060547,37506000,0.005374533903473866,0.21399879455566406,18.557642800467356,18.68235715230306,0.011561647011450097
2015-04-06,18.5049991607666,19.010000228881836,18.468000411987305,18.851999282836914,61014000,0.012867699427462354,0.5419998168945312,18.601071221487864,18.656666619437082,0.011531504919021211
2015-04-07,18.8075008392334,18.965499877929688,18.701499938964844,18.720500946044922,39098000,-0.006975299267686141,0.26399993896484375,18.651499884469168,18.643142881847563,0.010805244798355073
2015-04-08,18.732999801635742,19.07900047302246,18.732500076293945,19.059999465942383,52728000,0.018135119400701116,0.3465003967285156,18.72749982561384,18.64942859468006,0.011518817052408802
2015-04-09,19.033000946044922,19.22100067138672,18.940000534057617,19.177000045776367,47846000,0.006138540562031336,0.28100013732910156,18.791428429739817,18.682833353678387,0.010132036569049898
2015-04-10,19.215499877929688,19.356000900268555,19.06599998474121,19.13249969482422,51470000,-0.0023205063798260595,0.29000091552734375,18.86678559439523,18.721595219203405,0.009904481717582308
2015-04-13,19.17650032043457,19.263999938964844,19.006999969482422,19.118000030517578,37890000,-0.0007578551960234492,0.2569999694824219,18.95321410042899,18.740928559076217,0.008865137597820932
2015-04-14,19.175500869750977,19.390499114990234,19.06049919128418,19.25550079345703,51672000,0.007192214809078612,0.3299999237060547,19.04507146562849,18.77552386692592,0.008597089130209961
2015-04-15,19.232500076293945,19.288999557495117,19.082000732421875,19.172500610351562,38664000,-0.00431046608425123,0.2069988250732422,19.090857369559153,18.79957153683617,0.008597460523352026
2015-04-16,19.184499740600586,19.372499465942383,19.177499771118164,19.302000045776367,41608000,0.006754436369916572,0.19499969482421875,19.173928669520787,18.83319055466425,0.00859149776918457
2015-04-17,19.131500244140625,19.17799949645996,18.719999313354492,18.777999877929688,76794000,-0.027147454491968093,0.45800018310546875,19.133643014090403,18.834190550304594,0.010504624908600338
2015-04-20,18.927499771118164,19.597000122070312,18.850000381469727,19.475500106811523,100322000,0.03714454326424965,0.7469997406005859,19.176285879952566,18.872928619384766,0.013166665188876018
2015-04-21,19.565500259399414,19.729999542236328,19.34000015258789,19.55900001525879,92870000,0.004287433338775237,0.3899993896484375,19.237214497157506,18.90314292907715,0.012892984580020066
2015-04-22,19.595500946044922,19.714000701904297,19.399999618530273,19.489999771118164,69494000,-0.0035278001987215646,0.31400108337402344,19.290357317243302,18.938119070870535,0.012724106602396496
2015-04-23,19.510499954223633,19.5939998626709,19.3075008392334,19.499500274658203,159600000,0.0004874552925402398,0.2864990234375,19.325214385986328,18.975976217360724,0.012684986264219116
2015-04-24,21.950000762939453,22.63249969482422,21.950000762939453,22.2549991607666,343538000,0.1413112565602248,0.6824989318847656,19.765571321759904,19.15249997093564,0.03273641034972637
2015-04-27,22.19300079345703,22.34950065612793,21.870500564575195,21.92799949645996,108618000,-0.014693312812301018,0.4790000915527344,20.14071410042899,19.32204755147298,0.03289729945365357
2015-04-28,21.925500869750977,21.950000762939453,21.402000427246094,21.465499877929688,82810000,-0.02109173792187191,0.5480003356933594,20.52464267185756,19.461928503853933,0.033544616380658906
2015-04-29,21.337499618530273,21.711999893188477,21.30150032043457,21.4685001373291,72434000,0.00013977123367614475,0.41049957275390625,20.809356961931503,19.592357090541295,0.03357289355688389
2015-04-30,21.355499267578125,21.587499618530273,20.961999893188477,21.089000701904297,72958000,-0.017677035330704638,0.6254997253417969,21.027928488595144,19.710642860049294,0.03388224883146815
